codigo,denominacion,cuit,cond_fiscal,limite_cta_cte,telefono,email,direccion
C1410,Distribuidora Ruiz SRL,33-53487176-2,RESPONSABLE_INSCRIPTO,5000000,,compras@distribuidor.com.ar,
C1411,Transportes Pergamino SRL,33-44889721-9,RESPONSABLE_INSCRIPTO,5000000,0341-153941306,compras@transportesp.com.ar,"Bv. Oroño 647, Villa Gobernador Gálvez"
C1412,Lubricentro Villa Constitución,20-74163573-9,MONOTRIBUTO,200000,0341-153052211,lubricentrovil@gmail.com,"Salta 2600, Pergamino"
C1413,Villalba Ana,,CONSUMIDOR_FINAL,0,0341-4178464,,"Rioja 2512, Cañada de Gómez"
C1414,Casa Álvarez Automotores SRL,33-10021243-4,RESPONSABLE_INSCRIPTO,1500000,0341-156368206,compras@casalvarezau.com.ar,"Bv. Oroño 4803, Cañada de Gómez"
C1415,Rectificadora Villa Constitución,33-73094748-3,RESPONSABLE_INSCRIPTO,1500000,0341-155046513,,"Rioja 2126, San Nicolás"
C1416,García Natalia,,CONSUMIDOR_FINAL,0,0341-155949236,,"Salta 982, Funes"
C1417,Transporte Fernández SA,33-91821273-1,RESPONSABLE_INSCRIPTO,2000000,,compras@transportefe.com.ar,
C1418,Rectificadora del Litoral,33-27170085-2,RESPONSABLE_INSCRIPTO,2000000,,compras@rectificador.com.ar,"Mendoza 4312, Villa Gobernador Gálvez"
C1419,Logística Herrera SA,33-31374402-2,RESPONSABLE_INSCRIPTO,2000000,0341-4527427,compras@logsticaherr.com.ar,"Mendoza 2237, Cañada de Gómez"
C1420,Casa Ponce Automotores SRL,30-84871723-8,RESPONSABLE_INSCRIPTO,1000000,0341-155510097,compras@casaponceaut.com.ar,"San Juan 4876, San Nicolás"
C1421,Gómez Sandra,,CONSUMIDOR_FINAL,0,0341-155486237,,"Córdoba 3394, San Lorenzo"
C1422,Torres Facundo,20-22765575-6,MONOTRIBUTO,200000,0341-4753317,,"Bv. Oroño 3358, Pergamino"
C1423,Maidana Miguel,,CONSUMIDOR_FINAL,0,0341-155160327,,"Av. Provincias Unidas 2570, Rosario"
C1424,Rectificadora del Centro,33-37924296-6,RESPONSABLE_INSCRIPTO,5000000,,compras@rectificador.com.ar,"Av. San Martín 735, Rosario"
C1425,Flores Cecilia,23-55347066-8,MONOTRIBUTO,300000,0341-4214277,florescecilia@gmail.com,"Santa Fe 2601, Funes"
C1426,Rectificadora Casilda,30-79429735-1,RESPONSABLE_INSCRIPTO,1000000,0341-153026805,compras@rectificador.com.ar,"Bv. Oroño 1890, Rosario"
C1427,Gomería Ferreyra,20-23586108-9,MONOTRIBUTO,500000,0341-154328525,,"Av. Pellegrini 554, Villa Gobernador Gálvez"
C1428,Torres Mario,,CONSUMIDOR_FINAL,0,,,"Córdoba 1040, Cañada de Gómez"
C1429,Gomería Gómez,27-72261312-6,MONOTRIBUTO,200000,0341-4529478,gomeragmez@gmail.com,"Av. San Martín 1312, San Lorenzo"
C1430,Taller Martínez Hnos,27-59297916-6,MONOTRIBUTO,400000,0341-154079631,,"Mendoza 3813, Villa Gobernador Gálvez"
C1431,Castro Silvia,,CONSUMIDOR_FINAL,0,0341-4602164,,"Rioja 1383, San Nicolás"
C1432,Gómez Laura,,CONSUMIDOR_FINAL,0,0341-4788883,,"Córdoba 4677, Casilda"
C1433,Ramírez Andrés,,CONSUMIDOR_FINAL,0,,,
C1434,Logística Sosa SA,30-73115329-5,RESPONSABLE_INSCRIPTO,1000000,0341-4664183,,"Av. Pellegrini 3019, Funes"
C1435,Distribuidora Correa SRL,30-32344429-9,RESPONSABLE_INSCRIPTO,3000000,0341-155492830,,"27 de Febrero 3068, Pergamino"
C1436,Lubricentro del Litoral,27-96306977-9,MONOTRIBUTO,400000,0341-156399308,,"Mendoza 297, Villa Gobernador Gálvez"
C1437,Casa Sánchez Automotores SRL,33-12360926-9,RESPONSABLE_INSCRIPTO,5000000,0341-156650278,compras@casasnchezau.com.ar,"Av. Francia 4697, Cañada de Gómez"
C1438,Ramírez Carlos,,CONSUMIDOR_FINAL,0,0341-4274534,,"Tucumán 1657, San Lorenzo"
C1439,Ferreyra Federico,,CONSUMIDOR_FINAL,0,0341-4842642,,"Av. Pellegrini 597, Roldán"
C1440,Vega Héctor,,CONSUMIDOR_FINAL,0,0341-4441556,,"Av. Francia 1306, Funes"
C1441,Transporte Sánchez SA,33-92336358-6,RESPONSABLE_INSCRIPTO,1500000,,compras@transportesn.com.ar,"Av. San Martín 441, Funes"
C1442,Transporte Castro SA,33-26430430-5,RESPONSABLE_INSCRIPTO,1500000,0341-156989662,compras@transporteca.com.ar,"27 de Febrero 3964, San Nicolás"
C1443,Medina Miguel,,CONSUMIDOR_FINAL,0,0341-4867435,,"Ovidio Lagos 1981, San Lorenzo"
C1444,Casa Cabrera Automotores SRL,30-61502209-4,RESPONSABLE_INSCRIPTO,1000000,0341-154046781,,"Ovidio Lagos 299, Funes"
C1445,Taller Mecánico Vega,23-88316441-5,MONOTRIBUTO,500000,0341-154915097,tallermecnicov@gmail.com,"Rioja 3167, San Lorenzo"
C1446,Distribuidora Medina SRL,30-43521078-9,RESPONSABLE_INSCRIPTO,5000000,0341-4017037,compras@distribuidor.com.ar,"San Juan 4589, Casilda"
C1447,Rectificadora del Sur,33-76050944-8,RESPONSABLE_INSCRIPTO,2000000,,compras@rectificador.com.ar,"Rioja 2077, Pérez"
C1448,Acosta Patricia,20-38696578-2,MONOTRIBUTO,400000,0341-4281788,acostapatricia@gmail.com,
C1449,Taller García Hnos,23-66093670-9,MONOTRIBUTO,200000,,tallergarcahno@gmail.com,
C1450,Distribuidora Fernández SRL,30-60925962-7,RESPONSABLE_INSCRIPTO,1500000,0341-4479265,compras@distribuidor.com.ar,"Bv. Oroño 4737, Pérez"
C1451,Taller Correa Hnos,23-97513239-0,MONOTRIBUTO,800000,,tallercorreahn@gmail.com,"Av. Pellegrini 2727, Roldán"
C1452,Sosa Miguel,,CONSUMIDOR_FINAL,0,0341-153783014,,"Salta 1084, Villa Gobernador Gálvez"
C1453,Taller Aguirre Hnos,20-47648253-5,MONOTRIBUTO,800000,0341-154799091,,"Córdoba 1698, Cañada de Gómez"
C1454,Fernández Laura,,CONSUMIDOR_FINAL,0,0341-155035094,,"Mendoza 4107, Rosario"
C1455,Lubricentro Pergamino,20-84757402-0,MONOTRIBUTO,500000,0341-4539421,,"Av. Pellegrini 2545, Cañada de Gómez"
C1456,Agropecuaria Funes SA,30-94002290-4,RESPONSABLE_INSCRIPTO,3000000,0341-4732792,compras@agropecuaria.com.ar,"Av. San Martín 3168, Funes"
C1457,Villalba Franco,,CONSUMIDOR_FINAL,0,0341-154115856,,"Av. Provincias Unidas 2913, San Lorenzo"
C1458,Distribuidora Martínez SRL,33-12001708-5,RESPONSABLE_INSCRIPTO,5000000,0341-153205202,compras@distribuidor.com.ar,"Rioja 4207, San Lorenzo"
C1459,Transporte Pérez SA,33-46722344-0,RESPONSABLE_INSCRIPTO,1000000,0341-155702320,,"Av. Provincias Unidas 2867, Funes"
C1460,Silva Patricia,,CONSUMIDOR_FINAL,0,,,"Bv. Oroño 1580, San Nicolás"
C1461,Sosa Mario,20-31963353-8,MONOTRIBUTO,400000,0341-153241469,,"Av. Francia 453, Pergamino"
C1462,Taller Mecánico Ponce,27-78028614-3,MONOTRIBUTO,800000,0341-153560883,,"Ovidio Lagos 2390, Pergamino"
C1463,Gomería Villalba,27-53052054-9,MONOTRIBUTO,800000,0341-153566123,gomeravillalba@gmail.com,"Av. Francia 4021, Cañada de Gómez"
C1464,Acosta Gabriel,,CONSUMIDOR_FINAL,0,0341-4709572,,"Av. San Martín 228, Roldán"
C1465,Acosta Diego,27-12718383-5,MONOTRIBUTO,400000,0341-153211672,,"Av. Provincias Unidas 2402, Rosario"
C1466,Gomería Sosa,27-93089785-5,MONOTRIBUTO,300000,0341-4198542,,"Bv. Oroño 3320, Roldán"
C1467,Casa Torres Automotores SRL,30-79863209-0,RESPONSABLE_INSCRIPTO,5000000,0341-155632693,compras@casatorresau.com.ar,"Ovidio Lagos 1255, Funes"
C1468,Distribuidora Medina SRL,30-45965426-3,RESPONSABLE_INSCRIPTO,5000000,0341-156928939,compras@distribuidor.com.ar,"Mendoza 1584, Villa Gobernador Gálvez"
C1469,Lubricentro del Centro,23-75716085-4,MONOTRIBUTO,200000,0341-4259722,,"San Juan 3458, Villa Gobernador Gálvez"
C1470,Rojas Héctor,,CONSUMIDOR_FINAL,0,0341-154972860,,"Salta 4381, San Nicolás"
C1471,Álvarez Beatriz,20-60952071-0,MONOTRIBUTO,500000,0341-4557898,lvarezbeatriz@gmail.com,
C1472,Distribuidora Molina SRL,30-54831327-5,RESPONSABLE_INSCRIPTO,5000000,0341-4356058,,"Av. Alberdi 788, San Lorenzo"
C1473,Agropecuaria Funes SA,33-53413728-7,RESPONSABLE_INSCRIPTO,5000000,0341-155271018,compras@agropecuaria.com.ar,"San Juan 928, Pérez"
C1474,Vega Gustavo,,CONSUMIDOR_FINAL,0,0341-155334332,,"Salta 4818, Roldán"
C1475,Rojas Romina,,CONSUMIDOR_FINAL,0,0341-4823315,,"Av. Pellegrini 4182, Villa Gobernador Gálvez"
C1476,Logística Giménez SA,33-42610307-4,RESPONSABLE_INSCRIPTO,2000000,0341-4090345,,"Av. Alberdi 3005, Rosario"
C1477,Ferreyra Gustavo,,CONSUMIDOR_FINAL,0,,,"Córdoba 3129, San Lorenzo"
C1478,Lubricentro San Lorenzo,20-20327924-9,MONOTRIBUTO,800000,0341-4346868,lubricentrosan@gmail.com,"Mendoza 4301, San Lorenzo"
C1479,Taller Benítez Hnos,27-27593172-7,MONOTRIBUTO,400000,,tallerbentezhn@gmail.com,"Av. Provincias Unidas 3686, Pergamino"
C1480,Agropecuaria Villa Constitución SA,33-29971574-9,RESPONSABLE_INSCRIPTO,1500000,,compras@agropecuaria.com.ar,"Av. Pellegrini 3889, Rosario"
C1481,Taller Fernández Hnos,20-43459001-9,MONOTRIBUTO,400000,0341-153764814,,
C1482,Casa Fernández Automotores SRL,33-19746383-5,RESPONSABLE_INSCRIPTO,1000000,0341-156772971,,"Mendoza 2803, San Lorenzo"
C1483,Casa Medina Automotores SRL,30-28013647-2,RESPONSABLE_INSCRIPTO,1000000,,compras@casamedinaau.com.ar,
C1484,Distribuidora Núñez SRL,33-53975946-4,RESPONSABLE_INSCRIPTO,1500000,0341-4251997,compras@distribuidor.com.ar,"Av. San Martín 4525, San Nicolás"
C1485,Rectificadora Casilda,30-83805517-2,RESPONSABLE_INSCRIPTO,1500000,0341-4604475,,
C1486,Distribuidora Medina SRL,30-68392261-3,RESPONSABLE_INSCRIPTO,1500000,,compras@distribuidor.com.ar,"Mendoza 3555, San Nicolás"
C1487,Taller Mecánico Peralta,23-12445136-1,MONOTRIBUTO,500000,0341-155468554,,"27 de Febrero 599, Rosario"
C1488,Sosa Gabriela,,CONSUMIDOR_FINAL,0,0341-4274559,,"Mendoza 4090, Roldán"
C1489,Gomería Fernández,23-11629388-9,MONOTRIBUTO,200000,0341-4533188,gomerafernndez@gmail.com,"San Juan 1775, Funes"
C1490,Agropecuaria San Nicolás SA,30-53684933-1,RESPONSABLE_INSCRIPTO,1500000,0341-4222170,compras@agropecuaria.com.ar,"Av. Provincias Unidas 3262, Pergamino"
C1491,Casa Acosta Automotores SRL,33-44723717-8,RESPONSABLE_INSCRIPTO,3000000,0341-154581968,compras@casaacostaau.com.ar,
C1492,Rectificadora Funes,33-80920279-3,RESPONSABLE_INSCRIPTO,5000000,0341-4682058,compras@rectificador.com.ar,
C1493,Lubricentro del Sur,20-46830571-3,MONOTRIBUTO,400000,0341-156427745,,"Av. Pellegrini 4801, Funes"
C1494,Gomería Correa,27-52159976-1,MONOTRIBUTO,300000,,gomeracorrea@gmail.com,"Tucumán 2635, Pergamino"
C1495,Álvarez Luis,23-74671883-7,MONOTRIBUTO,800000,0341-4602237,lvarezluis@gmail.com,"Av. Provincias Unidas 3797, Cañada de Gómez"
C1496,Transportes Funes SRL,33-34449854-2,RESPONSABLE_INSCRIPTO,1500000,,,
C1497,Taller Mecánico Ramírez,27-63413425-0,MONOTRIBUTO,300000,0341-155215716,,"Av. Provincias Unidas 226, Funes"
C1498,Godoy Marcelo,,CONSUMIDOR_FINAL,0,0341-4110907,,"Salta 4761, Pergamino"
C1499,Lubricentro del Centro,27-81893765-8,MONOTRIBUTO,200000,,,"Av. San Martín 1543, Funes"
C1500,Gomería Ríos,27-46657569-6,MONOTRIBUTO,300000,0341-153114429,,
C1501,Lubricentro Roldán,27-53835085-6,MONOTRIBUTO,200000,0341-154640087,lubricentrorol@gmail.com,"Av. Pellegrini 4760, Roldán"
C1502,Logística Godoy SA,30-99368345-7,RESPONSABLE_INSCRIPTO,2000000,0341-4489708,compras@logsticagodo.com.ar,
C1503,Rectificadora Funes,33-73269224-5,RESPONSABLE_INSCRIPTO,5000000,0341-154125885,compras@rectificador.com.ar,"Tucumán 2992, Funes"
C1504,Taller Ponce Hnos,23-20657946-3,MONOTRIBUTO,300000,0341-4395059,tallerponcehno@gmail.com,"Córdoba 3054, San Nicolás"
C1505,Transportes Oeste SRL,33-47782246-6,RESPONSABLE_INSCRIPTO,1500000,,compras@transporteso.com.ar,"Av. Francia 4620, San Nicolás"
C1506,Martínez Fernando,,CONSUMIDOR_FINAL,0,0341-4575630,,"Tucumán 375, Pergamino"
C1507,Gomería Rodríguez,27-72118988-6,MONOTRIBUTO,400000,0341-155681448,,
C1508,Peralta Claudio,,CONSUMIDOR_FINAL,0,0341-156546807,,"Santa Fe 169, Rosario"
C1509,Transporte Ferreyra SA,30-34507200-0,RESPONSABLE_INSCRIPTO,2000000,0341-153092562,,"Av. Alberdi 2002, Villa Gobernador Gálvez"
C1510,Acosta Rubén,,CONSUMIDOR_FINAL,0,0341-153849596,,"Ovidio Lagos 191, Funes"
C1511,Taller Mecánico Castro,20-93052752-2,MONOTRIBUTO,800000,0341-4847734,tallermecnicoc@gmail.com,"Santa Fe 4876, Cañada de Gómez"
C1512,Taller Mecánico Godoy,20-52687041-8,MONOTRIBUTO,800000,,tallermecnicog@gmail.com,
C1513,Pérez Leandro,,CONSUMIDOR_FINAL,0,0341-4770401,,
C1514,Casa Godoy Automotores SRL,30-24999531-9,RESPONSABLE_INSCRIPTO,5000000,0341-4541995,compras@casagodoyaut.com.ar,"Mendoza 1074, Casilda"
C1515,Rectificadora Pergamino,33-80453695-2,RESPONSABLE_INSCRIPTO,1500000,,compras@rectificador.com.ar,
C1516,Molina Claudio,,CONSUMIDOR_FINAL,0,0341-156604605,,"Santa Fe 4680, Roldán"
C1517,Silva Gabriela,,CONSUMIDOR_FINAL,0,0341-154067968,,"Rioja 2052, Rosario"
C1518,Gomería Gómez,20-99669596-5,MONOTRIBUTO,400000,0341-156620425,gomeragmez@gmail.com,"Tucumán 1924, San Nicolás"
C1519,Aguirre Cecilia,,CONSUMIDOR_FINAL,0,0341-4209671,,"Santa Fe 719, San Nicolás"
C1520,Logística Fernández SA,33-30883847-7,RESPONSABLE_INSCRIPTO,2000000,0341-4465034,,
C1521,Taller Mecánico Castro,23-12023310-6,MONOTRIBUTO,400000,0341-153552668,tallermecnicoc@gmail.com,"Av. Francia 1647, Casilda"
C1522,Gomería Acosta,27-79892100-8,MONOTRIBUTO,400000,,,"Tucumán 885, Funes"
C1523,Peralta Héctor,,CONSUMIDOR_FINAL,0,0341-4709254,,"Tucumán 3676, Pergamino"
C1524,Correa Nicolás,,CONSUMIDOR_FINAL,0,0341-155986956,,"Ovidio Lagos 4730, Villa Gobernador Gálvez"
C1525,Casa Giménez Automotores SRL,30-50822070-3,RESPONSABLE_INSCRIPTO,3000000,0341-154337496,compras@casagimnezau.com.ar,"Av. Alberdi 3353, Cañada de Gómez"
C1526,Transporte Moreno SA,30-90656042-5,RESPONSABLE_INSCRIPTO,2000000,0341-153388024,compras@transportemo.com.ar,"Santa Fe 4506, Pergamino"
C1527,Taller Mecánico García,27-53572912-9,MONOTRIBUTO,500000,0341-154150953,tallermecnicog@gmail.com,"Santa Fe 652, Villa Gobernador Gálvez"
C1528,Moreno Sergio,,CONSUMIDOR_FINAL,0,0341-4084889,,
C1529,García Marcelo,,CONSUMIDOR_FINAL,0,0341-4614505,,"Córdoba 4240, Rosario"
C1530,Torres Patricia,,CONSUMIDOR_FINAL,0,0341-155478952,,"Av. Francia 4786, Casilda"
C1531,Distribuidora Castro SRL,33-68993395-0,RESPONSABLE_INSCRIPTO,1500000,0341-154641776,compras@distribuidor.com.ar,"Santa Fe 3167, Pérez"
C1532,Silva Beatriz,20-63928682-8,MONOTRIBUTO,500000,,silvabeatriz@gmail.com,"27 de Febrero 3842, Villa Gobernador Gálvez"
C1533,Transportes Rosario SRL,30-56250182-3,RESPONSABLE_INSCRIPTO,1500000,0341-4025067,compras@transportesr.com.ar,"Av. San Martín 1466, Rosario"
C1534,Transporte García SA,33-17189622-9,RESPONSABLE_INSCRIPTO,3000000,0341-154811760,compras@transportega.com.ar,"Av. Provincias Unidas 4778, San Nicolás"
C1535,Castro Ana,,CONSUMIDOR_FINAL,0,0341-153207807,,"27 de Febrero 3551, Funes"
C1536,Casa Pérez Automotores SRL,30-73660146-6,RESPONSABLE_INSCRIPTO,1000000,0341-153970069,,"Av. Pellegrini 1178, San Nicolás"
C1537,Transportes del Sur SRL,33-37282566-4,RESPONSABLE_INSCRIPTO,5000000,0341-4336538,compras@transportesd.com.ar,"Salta 3276, San Lorenzo"
C1538,Gómez Mario,,CONSUMIDOR_FINAL,0,,,"San Juan 3792, Roldán"
C1539,Molina Nicolás,,CONSUMIDOR_FINAL,0,0341-4544108,,"San Juan 3588, Casilda"
C1540,Rodríguez Martín,23-49667756-0,MONOTRIBUTO,200000,0341-4013936,,"Tucumán 573, Cañada de Gómez"
C1541,Transportes Cañada de Gómez SRL,30-78907068-3,RESPONSABLE_INSCRIPTO,3000000,0341-4690430,compras@transportesc.com.ar,"Mendoza 4667, Pergamino"
C1542,Sosa Julio,,CONSUMIDOR_FINAL,0,0341-4796031,,"Córdoba 4554, Funes"
C1543,Álvarez Ricardo,,CONSUMIDOR_FINAL,0,0341-4622386,,
C1544,Agropecuaria del Litoral SA,33-96568291-6,RESPONSABLE_INSCRIPTO,5000000,0341-156519397,,"Av. San Martín 3111, Funes"
C1545,Taller Domínguez Hnos,27-41027443-9,MONOTRIBUTO,500000,0341-154691326,tallerdomnguez@gmail.com,"Bv. Oroño 4748, Roldán"
C1546,Transportes Rosario SRL,30-46056007-8,RESPONSABLE_INSCRIPTO,2000000,0341-154335358,,"Bv. Oroño 4881, San Lorenzo"
C1547,Logística Ponce SA,30-87035761-9,RESPONSABLE_INSCRIPTO,5000000,0341-156782790,,"Av. San Martín 2688, Pergamino"
C1548,Gómez Carlos,,CONSUMIDOR_FINAL,0,0341-4211048,,"Mendoza 3639, Funes"
C1549,Herrera Daniel,,CONSUMIDOR_FINAL,0,0341-4264361,,"Tucumán 1113, Pergamino"
C1550,Taller Giménez Hnos,23-87185970-1,MONOTRIBUTO,500000,0341-4775298,tallergimnezhn@gmail.com,"Av. Francia 1400, Roldán"
C1551,López Mónica,,CONSUMIDOR_FINAL,0,,,"Bv. Oroño 1301, San Lorenzo"
C1552,Distribuidora Flores SRL,30-20076232-7,RESPONSABLE_INSCRIPTO,1000000,0341-155245925,compras@distribuidor.com.ar,"Salta 4890, Cañada de Gómez"
C1553,Distribuidora Silva SRL,33-63959921-9,RESPONSABLE_INSCRIPTO,1500000,0341-154957293,compras@distribuidor.com.ar,"Av. San Martín 2463, Funes"
C1554,Transporte Ponce SA,30-49717944-7,RESPONSABLE_INSCRIPTO,1000000,0341-4221631,compras@transportepo.com.ar,"Tucumán 976, Rosario"
C1555,Peralta Romina,,CONSUMIDOR_FINAL,0,0341-4318238,,
C1556,Taller Luna Hnos,23-97989134-2,MONOTRIBUTO,200000,0341-153038584,tallerlunahnos@gmail.com,"27 de Febrero 124, Cañada de Gómez"
C1557,Gomería Ferreyra,20-69126268-6,MONOTRIBUTO,800000,0341-4119109,gomeraferreyra@gmail.com,"27 de Febrero 2784, Roldán"
C1558,Taller Mecánico Álvarez,20-69963149-4,MONOTRIBUTO,500000,0341-154300429,,"Santa Fe 3405, Rosario"
C1559,Acosta Oscar,,CONSUMIDOR_FINAL,0,0341-4503955,,"San Juan 3421, San Lorenzo"
C1560,Lubricentro del Litoral,27-48052104-3,MONOTRIBUTO,200000,0341-153449202,,"Salta 4446, Pergamino"
C1561,Maidana Silvia,,CONSUMIDOR_FINAL,0,0341-4059758,,
C1562,Distribuidora Ríos SRL,33-34087642-9,RESPONSABLE_INSCRIPTO,1000000,0341-4031695,compras@distribuidor.com.ar,"Ovidio Lagos 1320, Roldán"
C1563,Ferreyra Andrés,,CONSUMIDOR_FINAL,0,,,"Av. Francia 655, Pergamino"
C1564,Álvarez Gabriela,,CONSUMIDOR_FINAL,0,0341-4658691,,"Tucumán 1864, Roldán"
C1565,Flores Raúl,,CONSUMIDOR_FINAL,0,,,"Av. Provincias Unidas 2532, Pergamino"
C1566,Correa Mónica,20-86698551-1,MONOTRIBUTO,300000,0341-156906378,,"Mendoza 1434, Rosario"
C1567,Flores Jorge,,CONSUMIDOR_FINAL,0,0341-154780209,,"Av. Francia 4834, Cañada de Gómez"
C1568,Distribuidora Maidana SRL,33-61200350-0,RESPONSABLE_INSCRIPTO,1000000,,compras@distribuidor.com.ar,"Ovidio Lagos 771, Pergamino"
C1569,Casa Acosta Automotores SRL,30-29998942-5,RESPONSABLE_INSCRIPTO,1500000,0341-156051501,compras@casaacostaau.com.ar,"San Juan 4747, Casilda"
C1570,Agropecuaria Roldán SA,33-13297504-9,RESPONSABLE_INSCRIPTO,1500000,0341-156810244,,"San Juan 1575, Pérez"
C1571,Logística Acosta SA,33-14886473-5,RESPONSABLE_INSCRIPTO,1500000,0341-154072138,,"Av. Francia 3138, San Lorenzo"
C1572,Transporte Acosta SA,33-89028747-1,RESPONSABLE_INSCRIPTO,1000000,0341-4649564,,"27 de Febrero 2552, Villa Gobernador Gálvez"
C1573,Pérez Patricia,,CONSUMIDOR_FINAL,0,,,"Salta 4127, San Nicolás"
C1574,Núñez Mónica,,CONSUMIDOR_FINAL,0,,,
C1575,Logística Godoy SA,30-74075364-5,RESPONSABLE_INSCRIPTO,3000000,0341-155858889,compras@logsticagodo.com.ar,"Córdoba 847, Pergamino"
C1576,Transporte Peralta SA,33-94147402-6,RESPONSABLE_INSCRIPTO,2000000,0341-153416878,,"Av. Alberdi 4579, Pérez"
C1577,Rectificadora del Litoral,30-54291188-9,RESPONSABLE_INSCRIPTO,1500000,0341-4170076,compras@rectificador.com.ar,"Bv. Oroño 1397, Rosario"
C1578,Lubricentro Norte,23-24870322-9,MONOTRIBUTO,300000,0341-4728382,,"27 de Febrero 309, Funes"
C1579,Gómez Marcelo,,CONSUMIDOR_FINAL,0,0341-4094704,,"Av. Provincias Unidas 1702, Pérez"
C1580,Lubricentro Funes,23-65201780-0,MONOTRIBUTO,200000,0341-4693865,,
C1581,Villalba Ricardo,27-45388163-1,MONOTRIBUTO,400000,0341-4555830,villalbaricard@gmail.com,
C1582,Gomería Medina,23-22701518-7,MONOTRIBUTO,800000,0341-153739694,,
C1583,Fernández Jorge,,CONSUMIDOR_FINAL,0,0341-4343618,,"Salta 233, San Nicolás"
C1584,Flores Jorge,27-90937879-1,MONOTRIBUTO,400000,0341-156682131,floresjorge@gmail.com,"Av. Francia 679, Villa Gobernador Gálvez"
C1585,Aguirre Alejandra,,CONSUMIDOR_FINAL,0,0341-155903892,,"Av. Provincias Unidas 1822, Casilda"
C1586,Transporte Sosa SA,33-16059918-4,RESPONSABLE_INSCRIPTO,1500000,0341-4077457,compras@transporteso.com.ar,"Ovidio Lagos 4150, San Nicolás"
C1587,Godoy Mario,23-17425405-2,MONOTRIBUTO,400000,0341-4618236,,"Salta 2206, Cañada de Gómez"
C1588,Cabrera Ana,,CONSUMIDOR_FINAL,0,0341-154740162,,
C1589,Flores Verónica,,CONSUMIDOR_FINAL,0,,,"Mendoza 3019, Villa Gobernador Gálvez"
C1590,Gomería López,23-16676659-1,MONOTRIBUTO,800000,0341-153142335,gomeralpez@gmail.com,"Av. Francia 4143, Roldán"
C1591,Gomería Ponce,20-80323829-5,MONOTRIBUTO,300000,0341-155670560,gomeraponce@gmail.com,"Tucumán 2334, San Nicolás"
C1592,Benítez Luis,,CONSUMIDOR_FINAL,0,0341-153916261,,
C1593,Logística Peralta SA,30-31390648-1,RESPONSABLE_INSCRIPTO,5000000,0341-154098726,,"Mendoza 1214, San Nicolás"
C1594,Transporte Acosta SA,30-47916057-7,RESPONSABLE_INSCRIPTO,3000000,0341-156715628,compras@transporteac.com.ar,"Av. San Martín 967, Roldán"
C1595,Agropecuaria Casilda SA,33-40371304-5,RESPONSABLE_INSCRIPTO,1000000,0341-4380993,,"Av. Provincias Unidas 3323, Roldán"
C1596,Logística Sánchez SA,33-42638529-0,RESPONSABLE_INSCRIPTO,2000000,0341-155679289,compras@logsticasnch.com.ar,"Av. Pellegrini 3673, Rosario"
C1597,López Miguel,,CONSUMIDOR_FINAL,0,0341-156505839,,"Rioja 4665, San Nicolás"
C1598,Transporte Silva SA,33-13425736-4,RESPONSABLE_INSCRIPTO,3000000,0341-155312528,,"Av. Francia 1350, Funes"
C1599,Ríos Luis,,CONSUMIDOR_FINAL,0,0341-4313445,,"Córdoba 3229, Rosario"
C1600,Taller Vega Hnos,27-63817250-5,MONOTRIBUTO,200000,0341-4487764,tallervegahnos@gmail.com,"Mendoza 369, Casilda"
C1601,Transporte Benítez SA,30-50278994-1,RESPONSABLE_INSCRIPTO,1000000,,compras@transportebe.com.ar,"Av. Francia 1111, San Lorenzo"
C1602,Agropecuaria Funes SA,30-68734753-2,RESPONSABLE_INSCRIPTO,3000000,,,"Salta 842, Rosario"
C1603,Rectificadora Villa Constitución,30-96767756-2,RESPONSABLE_INSCRIPTO,2000000,0341-154562762,compras@rectificador.com.ar,"Tucumán 2670, Casilda"
C1604,Gomería Peralta,23-67019059-5,MONOTRIBUTO,500000,0341-154432296,,"27 de Febrero 1598, Roldán"
C1605,Agropecuaria Casilda SA,33-15472424-4,RESPONSABLE_INSCRIPTO,3000000,,compras@agropecuaria.com.ar,"Santa Fe 3987, Rosario"
C1606,Taller Mecánico Silva,27-76585068-7,MONOTRIBUTO,400000,0341-4239700,tallermecnicos@gmail.com,"Córdoba 1676, Pergamino"
C1607,Romero Alejandra,,CONSUMIDOR_FINAL,0,0341-4321993,,"Bv. Oroño 1310, Casilda"
C1608,Maidana Matías,23-10560751-2,MONOTRIBUTO,300000,0341-156575728,,"Bv. Oroño 4149, Roldán"
C1609,Lubricentro Roldán,20-83336337-9,MONOTRIBUTO,400000,0341-4285697,lubricentrorol@gmail.com,
C1610,Casa Martínez Automotores SRL,30-58477750-4,RESPONSABLE_INSCRIPTO,1500000,0341-4446508,compras@casamartneza.com.ar,"San Juan 1353, Rosario"
C1611,Núñez Carlos,,CONSUMIDOR_FINAL,0,0341-4385760,,"Salta 434, San Lorenzo"
C1612,Villalba Matías,,CONSUMIDOR_FINAL,0,0341-4588473,,"Rioja 4763, Villa Gobernador Gálvez"
C1613,Casa Rojas Automotores SRL,30-89716083-4,RESPONSABLE_INSCRIPTO,2000000,0341-154394203,compras@casarojasaut.com.ar,
C1614,Lubricentro Funes,27-28766334-5,MONOTRIBUTO,800000,0341-4222025,lubricentrofun@gmail.com,"Rioja 3348, Rosario"
C1615,Gomería Gómez,27-29593589-3,MONOTRIBUTO,300000,0341-153327983,,"Av. Provincias Unidas 287, Villa Gobernador Gálvez"
